id,title,description,link,image_link,availability,price,brand,gtin,identifier_exists,condition,google_product_category,product_type,age_group,gender,color,material,shipping_weight
LK01,Remember Paper Fairy Lights Yazz - Colourful German Design,"Illuminate your space with these vibrant paper fairy lights featuring Remember's signature Yazz pattern. Bold colours and playful design from this German studio create a warm, inviting glow that transforms any room into something magical.",https://www.homeandverse.co.uk/?product=LK01,https://cdn.appdmbrands.com/products/LK01.jpg,in_stock,24.90 GBP,Remember,4260479651479,yes,new,Home & Garden > Lighting > Lamps,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,Paper,0.3 kg
LP02,Remember Paper lamp Anna 'loops' - Colourful German Designer Lamp,"Flowing loops create mesmerising patterns across this paper lamp from Remember's playful German studio. Anna diffuses light through swirling designs, bringing warmth and artistic energy to bedrooms, living spaces, or cosy reading corners.",https://www.homeandverse.co.uk/?product=LP02,https://cdn.appdmbrands.com/products/LP02.jpg,in_stock,39.90 GBP,Remember,4260479651349,yes,new,Home & Garden > Lighting > Lamps,Home & Garden > Home Decor > Lighting,adult,unisex,Multicolour,Paper,0.4 kg
LP01,Remember Paper lamp Anna 'stripes' - Colourful German Designer Lamp,"Clean stripes in vibrant hues wrap around this contemporary paper lamp from German design house Remember. Anna casts a warm, filtered glow while making a bold visual statement that energises any interior space.",https://www.homeandverse.co.uk/?product=LP01,https://cdn.appdmbrands.com/products/LP01.jpg,in_stock,39.90 GBP,Remember,4260479651332,yes,new,Home & Garden > Lighting > Lamps,Home & Garden > Home Decor > Lighting,adult,unisex,Red,Paper,0.4 kg
PH62,Remember Paper stool Papillon 'lilac' - Colourful German Design,"Soft lilac tones elevate this clever paper stool from Remember's imaginative German studio. Papillon's butterfly-fold construction creates an unexpectedly sturdy perch that collapses flat for storage, blending whimsy with genuine practicality.",https://www.homeandverse.co.uk/?product=PH62,https://cdn.appdmbrands.com/products/PH62.jpg,in_stock,59.95 GBP,Remember,4260479651387,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,Paper,0.3 kg
PH60,Remember Paper stool Papillon 'mint' - Colourful German Design,"Fresh mint hues bring a burst of colour to this ingenious collapsible paper stool from Remember. Papillon's accordion design unfolds into surprisingly sturdy seating, then tucks away when the gathering ends.",https://www.homeandverse.co.uk/?product=PH60,https://cdn.appdmbrands.com/products/PH60.jpg,in_stock,59.95 GBP,Remember,4260479651363,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Mint Green,Paper,0.3 kg
18042,"Räder Picture frame beloved memories 10x13x3,8cm - German Porcelain Décor","Beloved memories deserve a beautiful home, and this porcelain frame from Räder provides exactly that. Measuring 10x13x3.8cm, its refined German craftsmanship creates a poetic setting for your most treasured photographs.",https://www.homeandverse.co.uk/?product=18042,https://cdn.appdmbrands.com/products/18042.jpg,in_stock,29.99 GBP,Räder,4045289180421,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
TS55,"Remember Placemat 'Ben', set of 2 - Colourful German Design","Bold patterns enliven your dining table with this Ben placemat set from German design house Remember. Two vibrant mats bring colour and personality to mealtimes, protecting surfaces while sparking conversation around the table.",https://www.homeandverse.co.uk/?product=TS55,https://cdn.appdmbrands.com/products/TS55.jpg,in_stock,24.95 GBP,Remember,4260479652117,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,,0.3 kg
TS54,"Remember Placemat 'Romy', set of 2 - Colourful German Design","Romy brings confident pattern and colour to your table in this set of two placemats from Remember. German design meets everyday dining, turning simple meals into visually delightful occasions worth lingering over.",https://www.homeandverse.co.uk/?product=TS54,https://cdn.appdmbrands.com/products/TS54.jpg,in_stock,24.95 GBP,Remember,4260479650298,yes,new,Home & Garden > Lighting > Lamps,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,,0.3 kg
TS56,"Remember Placemat 'Vivi', set of 2 - Colourful German Design","Vibrant 'Vivi' placemats from Remember bring bold German design to your table, featuring eye-catching patterns that transform everyday meals into colourful celebrations. Sold as a set of two, these high-quality mats add instant personality to any dining setting.",https://www.homeandverse.co.uk/?product=TS56,https://cdn.appdmbrands.com/products/TS56.jpg,in_stock,24.95 GBP,Remember,4260479652124,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,,0.3 kg
51461,Räder Platter Sunny - German Porcelain Décor,"Bright and welcoming, the Sunny platter from Räder brings cheerful German craftsmanship to your serving rituals. Fine porcelain construction ensures this generous piece becomes a treasured part of your entertaining collection.",https://www.homeandverse.co.uk/?product=51461,https://cdn.appdmbrands.com/products/51461.jpg,in_stock,29.99 GBP,Räder,4045289514615,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
RS11,Remember Pocket umbrella 'Rondo' - Colourful German Design,"Rain becomes remarkably more enjoyable with Remember's Rondo pocket umbrella, featuring bold circular patterns in the brand's signature playful style. Compact enough for your bag yet striking enough to brighten the greyest day.",https://www.homeandverse.co.uk/?product=RS11,https://cdn.appdmbrands.com/products/RS11.jpg,in_stock,34.90 GBP,Remember,4260331697102,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Grey,,0.3 kg
RS19,Remember Pocket umbrella 'Stella' - Colourful German Design,"Stella from Remember transforms a rainy day essential into a joyful style statement, featuring star-inspired patterns in vibrant colours. This compact pocket umbrella proves that practicality and bold German design belong together.",https://www.homeandverse.co.uk/?product=RS19,https://cdn.appdmbrands.com/products/RS19.jpg,in_stock,34.90 GBP,Remember,4260479651066,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,,0.3 kg
RS20,Remember Pocket umbrella 'Sushi' - Colourful German Design,"Playful and unexpected, Remember's Sushi pocket umbrella brings whimsical Japanese-inspired design to dreary weather. Compact for easy carrying, it unfolds into a conversation piece that makes rain feel like an occasion.",https://www.homeandverse.co.uk/?product=RS20,https://cdn.appdmbrands.com/products/RS20.jpg,in_stock,34.90 GBP,Remember,4260479653121,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,,0.3 kg
18270,"Räder Poetry Cat visit 9,1x8,2x7,3cm - German Porcelain Décor","Delicate porcelain meets whimsical charm in this Poetry Cat piece from Räder, measuring 9.1 × 8.2 × 7.3cm. A visiting feline captured in fine German craftsmanship brings quiet joy to shelves and windowsills alike.",https://www.homeandverse.co.uk/?product=18270,https://cdn.appdmbrands.com/products/18270.jpg,in_stock,17.99 GBP,Räder,4045289182708,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
18273,"Räder Poetry light Night Chat D:11,7cm H:11,4cm - German Porcelain Décor","Intimate conversations come alive in the soft glow of Räder's Night Chat poetry light, measuring 11.7cm diameter by 11.4cm high. Fine German porcelain creates an atmospheric sanctuary for evening moments.",https://www.homeandverse.co.uk/?product=18273,https://cdn.appdmbrands.com/products/18273.jpg,in_stock,29.99 GBP,Räder,4045289182739,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
PG01,Remember Poligo - Colourful German Design,Poligo from Remember challenges the ordinary with bold geometric design and vibrant German craftsmanship. A playful accent piece that sparks conversation and adds instant personality to any room.,https://www.homeandverse.co.uk/?product=PG01,https://cdn.appdmbrands.com/products/PG01.jpg,in_stock,29.90 GBP,Remember,4260608099417,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Multicolour,,0.3 kg
17192,Räder Porcelain light. Bunny meadow - German Porcelain Décor,"Räder's Bunny Meadow porcelain light transforms fine German ceramics into atmospheric magic, with delicate rabbit silhouettes dancing across luminous porcelain. A enchanting piece that brings springtime wonder to any corner.",https://www.homeandverse.co.uk/?product=17192,https://cdn.appdmbrands.com/products/17192.jpg,in_stock,11.95 GBP,Räder,4045289171924,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17492,Räder Porcelain wreath mini - German Porcelain Décor,"Miniature yet magical, Räder's porcelain wreath brings German craftsmanship to your festive décor in a perfectly petite form. Delicate detailing creates an heirloom piece that adds quiet elegance to Christmas celebrations.",https://www.homeandverse.co.uk/?product=17492,https://cdn.appdmbrands.com/products/17492.jpg,in_stock,19.95 GBP,Räder,4045289174925,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17468,Räder Porcelain wreath. - German Porcelain Décor,"Räder's porcelain wreath elevates seasonal decorating with fine German craftsmanship and ethereal beauty. A stunning centrepiece that brings poetic elegance to your Christmas traditions, destined to become a cherished heirloom.",https://www.homeandverse.co.uk/?product=17468,https://cdn.appdmbrands.com/products/17468.jpg,in_stock,39.95 GBP,Räder,4045289174680,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17497,"Räder Porcelainhanger. Bunny 3,5x8cm - German Porcelain Décor","Sweet and delicate, this porcelain bunny hanger from Räder measures 3.5 × 8cm of pure German craftsmanship. A charming addition to spring branches or Easter displays, bringing gentle whimsy to seasonal decorating.",https://www.homeandverse.co.uk/?product=17497,https://cdn.appdmbrands.com/products/17497.jpg,in_stock,5.95 GBP,Räder,4045289174970,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
XPO03,Remember PoufPouf 'Sand' - Colourful German Design,"Embrace understated warmth with this sand-toned pouf from Remember's German design studio. Soft and inviting, it offers flexible seating or a relaxed footrest option while bringing natural, earthy tones into your living space.",https://www.homeandverse.co.uk/?product=XPO03,https://cdn.appdmbrands.com/products/XPO03.jpg,in_stock,99.95 GBP,Remember,4260608094139,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Sand,,0.3 kg
XPO04,Remember PoufPouf 'Stone' - Colourful German Design,"Ground your space with this calming stone-grey pouf from Remember's bold German design house. Effortlessly versatile, it brings a subtle, sophisticated accent while serving as comfortable extra seating or a relaxed footrest.",https://www.homeandverse.co.uk/?product=XPO04,https://cdn.appdmbrands.com/products/XPO04.jpg,in_stock,99.95 GBP,Remember,4260608095532,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Grey,,0.3 kg
PU30,Remember Puzzle 'Candy' - Colourful German Design,"Unwrap a colourful challenge with this delightfully sweet puzzle featuring Remember's signature bold aesthetic. Bursting with candy-inspired hues, it transforms quiet moments into joyful, immersive experiences.",https://www.homeandverse.co.uk/?product=PU30,https://cdn.appdmbrands.com/products/PU30.jpg,in_stock,24.95 GBP,Remember,4260608093255,yes,new,Toys & Games > Puzzles,Home & Garden > Home Decor > Gifts,adult,unisex,Red,,0.3 kg
PU32,Remember Puzzle 'Metropolis' - Colourful German Design,"Build a bustling cityscape piece by piece with this striking puzzle showcasing Remember's bold architectural vision. Urban energy meets German design sophistication in a captivating, conversation-starting finished artwork.",https://www.homeandverse.co.uk/?product=PU32,https://cdn.appdmbrands.com/products/PU32.jpg,in_stock,24.95 GBP,Remember,4260608094764,yes,new,Toys & Games > Puzzles,Home & Garden > Home Decor > Gifts,adult,unisex,Multicolour,,0.3 kg
PU37,Remember Puzzle 'Patch' - Colourful German Design,"Piece together a patchwork of colour and pattern with this vibrant German-designed puzzle. Remember's playful aesthetic transforms the puzzling experience into a joyful celebration of bold, eclectic design.",https://www.homeandverse.co.uk/?product=PU37,https://cdn.appdmbrands.com/products/PU37.jpg,in_stock,24.90 GBP,Remember,4260479653152,yes,new,Toys & Games > Puzzles,Home & Garden > Home Decor > Gifts,adult,unisex,Multicolour,,0.3 kg
PU01,Remember Puzzle 'Rondo' - Colourful German Design,Circles of colour dance across this captivating puzzle from Remember's bold German collection. Each curved piece brings you closer to a mesmerising finished artwork celebrating pattern and playful sophistication.,https://www.homeandverse.co.uk/?product=PU01,https://cdn.appdmbrands.com/products/PU01.jpg,in_stock,24.95 GBP,Remember,4260026933416,yes,new,Toys & Games > Puzzles,Home & Garden > Home Decor > Gifts,adult,unisex,Multicolour,,0.3 kg
PU33,Remember Puzzle 'Twist' - Colourful German Design,"Spiral into a world of colour with this dynamic puzzle featuring Remember's bold, twisted patterns. German design sophistication meets playful energy in a finished artwork that sparks conversation.",https://www.homeandverse.co.uk/?product=PU33,https://cdn.appdmbrands.com/products/PU33.jpg,in_stock,24.95 GBP,Remember,4260608094771,yes,new,Toys & Games > Puzzles,Home & Garden > Home Decor > Gifts,adult,unisex,Multicolour,,0.3 kg
10454,"Räder ""Pond"" vase porcelain stories 22x9cm - German Porcelain Vase","Delicate porcelain meets poetic inspiration in this elegant Räder vase, measuring 22cm tall by 9cm wide. Organic pond-inspired motifs grace the surface, creating an enchanting vessel that transforms fresh blooms into living art.",https://www.homeandverse.co.uk/?product=10454,https://cdn.appdmbrands.com/products/10454.jpg,in_stock,39.99 GBP,Räder,4045289104540,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
51594,Räder Air Refresher Chrysanthemum - German Porcelain Décor,Infuse your space with gentle fragrance through this beautifully crafted chrysanthemum air refresher from Räder. Fine German porcelain petals release subtle scent while adding an elegant botanical accent to any room.,https://www.homeandverse.co.uk/?product=51594,https://cdn.appdmbrands.com/products/51594.jpg,in_stock,19.99 GBP,Räder,4045289515940,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
51595,Räder Air Refresher Violet - German Porcelain Décor,"Delicate violet blooms rendered in fine German porcelain gently perfume your space with this enchanting Räder air refresher. Both beautiful and functional, it brings poetic elegance to bedrooms, bathrooms, or quiet corners.",https://www.homeandverse.co.uk/?product=51595,https://cdn.appdmbrands.com/products/51595.jpg,in_stock,19.99 GBP,Räder,4045289515957,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
15154,Räder Angel keyring copper 4x3cm - German Porcelain Décor,"Carry a tiny guardian with you on this charming copper angel keyring, measuring just 4cm by 3cm. Räder's German craftsmanship creates a meaningful keepsake or thoughtful gift that adds magic to everyday moments.",https://www.homeandverse.co.uk/?product=15154,https://cdn.appdmbrands.com/products/15154.jpg,in_stock,11.99 GBP,Räder,4045289151544,yes,new,Home & Garden > Decor > Seasonal & Holiday Decorations > Christmas Decorations,Home & Garden > Home Decor > Christmas > Gifts,adult,unisex,White,Porcelain,0.3 kg
12165,Räder AngelÔøΩs light. Gold - German Porcelain Décor,"Luminous gold accents dance across this German-made porcelain angel light from Räder. When a tealight flickers within, it casts a warm, enchanting glow that fills the room with festive magic.",https://www.homeandverse.co.uk/?product=12165,https://cdn.appdmbrands.com/products/12165.jpg,in_stock,19.99 GBP,Räder,4045289121653,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,Gold,Porcelain,0.3 kg
71088,Räder Animal baby card Penguin - German Porcelain Décor,"Räder's charming penguin baby card brings German design sensibility to life's sweetest moments. Crafted with characteristic attention to detail, it transforms a simple announcement into a keepsake worth treasuring.",https://www.homeandverse.co.uk/?product=71088,https://cdn.appdmbrands.com/products/71088.jpg,in_stock,4.99 GBP,Räder,4045289710888,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Gifts,adult,unisex,White,Porcelain,0.3 kg
17713,Räder Ballvase Heart Gold - German Porcelain Vase,Räder's gold heart ball vase combines sculptural elegance with German porcelain craftsmanship. A romantic accent piece that elevates single stems or stands beautifully alone as a decorative object.,https://www.homeandverse.co.uk/?product=17713,https://cdn.appdmbrands.com/products/17713.jpg,in_stock,19.99 GBP,Räder,4045289177131,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Gold,Porcelain,0.3 kg
17715,Räder Ballvase Heart Silver - German Porcelain Vase,"Gleaming silver adorns this heart-shaped ball vase from Räder, crafted in fine German porcelain. Display a delicate bloom or let it shine solo as a sculptural statement of understated romance.",https://www.homeandverse.co.uk/?product=17715,https://cdn.appdmbrands.com/products/17715.jpg,in_stock,19.99 GBP,Räder,4045289177155,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
90313,Räder Bell Angel silver wings D.4.5cm H.6cm - German Porcelain Décor,"Delicate silver wings distinguish this charming bell angel from Räder, standing just 6cm tall. German porcelain craftsmanship creates a tree decoration that rings with gentle festive cheer.",https://www.homeandverse.co.uk/?product=90313,https://cdn.appdmbrands.com/products/90313.jpg,in_stock,12.99 GBP,Räder,4045289903136,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Christmas > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
17515,Räder Bird bowl set - German Porcelain Bowl,"Räder's bird bowl set showcases German porcelain artistry with avian silhouettes that bring nature to your table. Nest them together for display or use individually for olives, jewellery, or small treasures.",https://www.homeandverse.co.uk/?product=17515,https://cdn.appdmbrands.com/products/17515.jpg,in_stock,39.99 GBP,Räder,4045289175151,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
18069,Räder Bird egg cup - German Porcelain Cup,"Räder transforms the humble egg cup into something special with this bird-adorned porcelain piece. German craftsmanship meets playful design, making breakfast feel like a small celebration.",https://www.homeandverse.co.uk/?product=18069,https://cdn.appdmbrands.com/products/18069.jpg,in_stock,9.99 GBP,Räder,4045289180698,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.25 kg
17253,Räder Birdie paper chain long - German Porcelain Décor,"Graceful birds link together in this long paper chain from Räder, crafted with the German design house's signature poetic touch. String across mantels, doorways, or windows for an airy, nature-inspired decoration.",https://www.homeandverse.co.uk/?product=17253,https://cdn.appdmbrands.com/products/17253.jpg,in_stock,14.99 GBP,Räder,4045289172532,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Red,Porcelain,0.3 kg
13289,Räder Bottle Buddy silver 4.5x12.5cm - German Porcelain Décor,"Standing a petite 4.5x12.5cm in gleaming silver, this charming bottle companion transforms any wine or spirits bottle into a decorative moment. A thoughtful finishing touch for entertaining or a playful gift for those who appreciate small details.",https://www.homeandverse.co.uk/?product=13289,https://cdn.appdmbrands.com/products/13289.jpg,in_stock,15.95 GBP,Räder,4045289132895,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,Silver,Porcelain,0.3 kg
16239,Räder Bottle cooler bottles D.13.5cm H.21.5cm - German Porcelain Décor,"Keep wine and champagne perfectly chilled in this beautifully decorated cooler, measuring 13.5cm across and 21.5cm tall. Adorned with illustrated bottles, it celebrates the art of gathering while serving a genuinely useful purpose.",https://www.homeandverse.co.uk/?product=16239,https://cdn.appdmbrands.com/products/16239.jpg,in_stock,36.95 GBP,Räder,4045289162397,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
16090,Räder Bottle stopper Happy hour - German Porcelain Décor,"Cork your favourite vintage with a smile using this whimsically inscribed bottle stopper celebrating life's happy hours. German-crafted with Räder's characteristic charm, it keeps wine fresh while sparking joy on your countertop.",https://www.homeandverse.co.uk/?product=16090,https://cdn.appdmbrands.com/products/16090.jpg,in_stock,11.95 GBP,Räder,4045289160904,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
17349,Räder Bottle stopper light house - Porcelain Tealight House,"Räder's iconic lighthouse design crowns this clever bottle stopper, bringing coastal poetry to your wine collection. Fine porcelain craftsmanship transforms a practical kitchen essential into a miniature beacon of warmth and welcome.",https://www.homeandverse.co.uk/?product=17349,https://cdn.appdmbrands.com/products/17349.jpg,in_stock,12.99 GBP,Räder,4045289173492,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Lighting,adult,unisex,White,Porcelain,0.3 kg
16956,Räder Bowl Beaty D.8.5cm H.5cm - German Porcelain Bowl,"Sweetly proportioned at 8.5cm wide and 5cm deep, this porcelain bowl features Räder's delicate aesthetic in every curve. Lovely for jewellery, small treats, or simply displayed as a quiet moment of beauty.",https://www.homeandverse.co.uk/?product=16956,https://cdn.appdmbrands.com/products/16956.jpg,in_stock,16.95 GBP,Räder,4045289169563,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
17614,Räder Bowl Butterfly small - German Porcelain Bowl,"Flutter and finesse combine in this petite porcelain bowl adorned with Räder's signature butterfly design. A charming vessel for trinkets, condiments, or small treasures that brings gentle whimsy to everyday moments.",https://www.homeandverse.co.uk/?product=17614,https://cdn.appdmbrands.com/products/17614.jpg,in_stock,19.99 GBP,Räder,4045289176141,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
16223,Räder Bowl cat - German Porcelain Bowl,"Feline grace takes form in fine German porcelain, creating a bowl that cat lovers will treasure. Räder's artistic sensibility transforms a simple dish into a characterful piece for the table or dresser.",https://www.homeandverse.co.uk/?product=16223,https://cdn.appdmbrands.com/products/16223.jpg,in_stock,29.99 GBP,Räder,4045289162236,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
17131,Räder Bowl flower girl - German Porcelain Bowl,"Feminine and flora-inspired, this porcelain bowl features Räder's enchanting flower girl motif. Delicately crafted in Germany, it brings a touch of garden poetry to dressing tables, bedsides, or wherever small treasures gather.",https://www.homeandverse.co.uk/?product=17131,https://cdn.appdmbrands.com/products/17131.jpg,in_stock,12.95 GBP,Räder,4045289171313,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,Red,Porcelain,0.3 kg
17132,Räder Bowl flower wheelbarrow - German Porcelain Bowl,"Crafted in Germany from fine porcelain, this whimsical wheelbarrow-shaped bowl brings a touch of garden poetry to your table. Delicate floral details make it a charming vessel for trinkets, sweets, or small servings.",https://www.homeandverse.co.uk/?product=17132,https://cdn.appdmbrands.com/products/17132.jpg,in_stock,28.95 GBP,Räder,4045289171320,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
90566,Räder Bowl forest D.15cm H.6.5cm - German Porcelain Bowl,"A woodland scene encircles this handcrafted German porcelain bowl, measuring 15cm across and 6.5cm deep. Räder's signature poetic style transforms everyday dining into something quietly magical.",https://www.homeandverse.co.uk/?product=90566,https://cdn.appdmbrands.com/products/90566.jpg,in_stock,39.99 GBP,Räder,4045289905666,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
14402,Räder Bowl pool 11.5x4.5cm - German Porcelain Bowl,"Shaped like a tranquil pool, this petite 11.5cm porcelain bowl from Räder holds small treasures or accompaniments with quiet grace. German-made with characteristic attention to detail and poetic design.",https://www.homeandverse.co.uk/?product=14402,https://cdn.appdmbrands.com/products/14402.jpg,in_stock,19.99 GBP,Räder,4045289144027,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
17884,Räder Bowl Snacktime - German Porcelain Bowl,Snack time becomes a moment of joy with this playfully designed German porcelain bowl. Räder's distinctive craftsmanship makes even casual nibbles feel like a small celebration.,https://www.homeandverse.co.uk/?product=17884,https://cdn.appdmbrands.com/products/17884.jpg,in_stock,27.99 GBP,Räder,4045289178848,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,White,Porcelain,0.3 kg
17636,Räder Breakfast collection basket - German Porcelain Décor,"Woven with care, this breakfast basket from Räder's collection creates a welcoming centrepiece for morning gatherings. German design sensibility ensures it's as beautiful empty as when brimming with fresh pastries.",https://www.homeandverse.co.uk/?product=17636,https://cdn.appdmbrands.com/products/17636.jpg,in_stock,24.99 GBP,Räder,4045289176363,yes,new,Home & Garden > Decor > Decorative Accents,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
18136,Räder Breakfast collection Big Plate - German Porcelain Plate,Start your morning with understated elegance on this generous porcelain plate from Räder's breakfast collection. German-crafted with clean lines and a quality finish that makes everyday meals feel special.,https://www.homeandverse.co.uk/?product=18136,https://cdn.appdmbrands.com/products/18136.jpg,in_stock,59.99 GBP,Räder,4045289181367,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Tableware,adult,unisex,White,Porcelain,0.3 kg
17638,Räder Breakfast collection Bowl - German Porcelain Bowl,"Morning rituals deserve beautiful vessels, and this German porcelain bowl delivers with Räder's characteristic delicacy. Part of a thoughtfully designed breakfast collection meant to be treasured daily.",https://www.homeandverse.co.uk/?product=17638,https://cdn.appdmbrands.com/products/17638.jpg,in_stock,21.99 GBP,Räder,4045289176387,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor > Tableware,adult,unisex,Red,Porcelain,0.3 kg
17642,Räder Breakfast collection Egg hol - German Porcelain Décor,Soft-boiled eggs find their proper home in this sweetly crafted porcelain holder from Räder's breakfast collection. German precision meets morning charm in this delightful table addition.,https://www.homeandverse.co.uk/?product=17642,https://cdn.appdmbrands.com/products/17642.jpg,in_stock,9.99 GBP,Räder,4045289176424,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
18135,Räder Breakfast collection Espresso - German Porcelain Décor,"Tiny but mighty, this espresso cup from Räder's breakfast collection brings German porcelain craftsmanship to your coffee ritual. A thoughtful gift for anyone who appreciates the finer details of morning moments.",https://www.homeandverse.co.uk/?product=18135,https://cdn.appdmbrands.com/products/18135.jpg,in_stock,19.99 GBP,Räder,4045289181350,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Tableware,adult,unisex,White,Porcelain,0.3 kg
17640,Räder Breakfast collection Mug - German Porcelain Décor,"Wrap your hands around this beautifully crafted German porcelain mug from Räder's breakfast collection. Generous enough for a proper morning brew, elegant enough to display when not in use.",https://www.homeandverse.co.uk/?product=17640,https://cdn.appdmbrands.com/products/17640.jpg,in_stock,32.99 GBP,Räder,4045289176400,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Gifts > Tableware,adult,unisex,White,Porcelain,0.25 kg
17688,Räder Breakfast collection small - German Porcelain Décor,Petite proportions and German craftsmanship define this charming piece from Räder's breakfast collection. Designed to complement your morning table with understated porcelain elegance.,https://www.homeandverse.co.uk/?product=17688,https://cdn.appdmbrands.com/products/17688.jpg,in_stock,29.99 GBP,Räder,4045289176882,yes,new,Home & Garden > Decor > Vases,Home & Garden > Home Decor > Home Décor,adult,unisex,White,Porcelain,0.3 kg
