id,title,description,link,image_link,availability,price,brand,gtin,condition,product_type,shipping_weight
17884,Rader Bowl Snacktime | Räder,Snack time becomes a moment of joy with this playfully designed German porcelain bowl. Räder's distinctive craftsmanship makes even casual nibbles feel like a small celebration.,https://www.homeandverse.co.uk/?product=17884,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17884.jpg",in_stock,26.95 GBP,Räder,4045289178848,new,Home & Garden > Home Decor > Home Décor > Tableware,0.5 kg
17636,Rader Breakfast collection basket | Räder,"Woven with care, this breakfast basket from Räder's collection creates a welcoming centrepiece for morning gatherings. German design sensibility ensures it's as beautiful empty as when brimming with fresh pastries.",https://www.homeandverse.co.uk/?product=17636,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17636.jpg",in_stock,23.95 GBP,Räder,4045289176363,new,Home & Garden > Home Decor > Home Décor,0.5 kg
18136,Rader Breakfast collection Big Plate | Räder,Start your morning with understated elegance on this generous porcelain plate from Räder's breakfast collection. German-crafted with clean lines and a quality finish that makes everyday meals feel special.,https://www.homeandverse.co.uk/?product=18136,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18136.jpg",in_stock,57.95 GBP,Räder,4045289181367,new,Home & Garden > Home Decor > Tableware,0.5 kg
17638,Rader Breakfast collection Bowl | Räder,"Morning rituals deserve beautiful vessels, and this German porcelain bowl delivers with Räder's characteristic delicacy. Part of a thoughtfully designed breakfast collection meant to be treasured daily.",https://www.homeandverse.co.uk/?product=17638,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17638.jpg",in_stock,20.95 GBP,Räder,4045289176387,new,Home & Garden > Home Decor > Home Décor > Tableware,0.5 kg
17642,Rader Breakfast collection Egg hol | Räder,Soft-boiled eggs find their proper home in this sweetly crafted porcelain holder from Räder's breakfast collection. German precision meets morning charm in this delightful table addition.,https://www.homeandverse.co.uk/?product=17642,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17642.jpg",in_stock,9.95 GBP,Räder,4045289176424,new,Home & Garden > Home Decor > Home Décor,0.5 kg
18135,Rader Breakfast collection Espresso | Räder,"Tiny but mighty, this espresso cup from Räder's breakfast collection brings German porcelain craftsmanship to your coffee ritual. A thoughtful gift for anyone who appreciates the finer details of morning moments.",https://www.homeandverse.co.uk/?product=18135,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18135.jpg",in_stock,18.95 GBP,Räder,4045289181350,new,Home & Garden > Home Decor > Gifts > Tableware,0.5 kg
17640,Rader Breakfast collection Mug | Räder,"Wrap your hands around this beautifully crafted German porcelain mug from Räder's breakfast collection. Generous enough for a proper morning brew, elegant enough to display when not in use.",https://www.homeandverse.co.uk/?product=17640,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17640.jpg",in_stock,31.95 GBP,Räder,4045289176400,new,Home & Garden > Home Decor > Gifts > Tableware,0.5 kg
17688,Rader Breakfast collection small | Räder,Petite proportions and German craftsmanship define this charming piece from Räder's breakfast collection. Designed to complement your morning table with understated porcelain elegance.,https://www.homeandverse.co.uk/?product=17688,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17688.jpg",in_stock,28.95 GBP,Räder,4045289176882,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17641,Rader Breakfast collection Sugar | Räder,"Sweetness deserves a beautiful home, and this German porcelain sugar vessel from Räder obliges with quiet sophistication. Part of a breakfast collection designed to make mornings feel ceremonial.",https://www.homeandverse.co.uk/?product=17641,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17641.jpg",in_stock,18.95 GBP,Räder,4045289176417,new,Home & Garden > Home Decor > Home Décor,0.5 kg
11873,Rader Breakfast. Cup | Räder,"Mornings feel more considered when drinking from this German porcelain cup by Räder. Simple yet refined, it brings quiet European elegance to your daily coffee or tea ritual.",https://www.homeandverse.co.uk/?product=11873,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/11873.jpg",in_stock,23.95 GBP,Räder,4045289118738,new,Home & Garden > Home Decor > Tableware,0.5 kg
11870,Rader Breakfast. Pitcher 1 l | Räder,"Pour with graceful ceremony from this generous one-litre porcelain pitcher by Räder. German-crafted for breakfast tables that deserve beauty, it handles juice, milk, or water with equal elegance.",https://www.homeandverse.co.uk/?product=11870,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/11870.jpg",in_stock,36.95 GBP,Räder,4045289118707,new,Home & Garden > Home Decor > Home Décor,0.5 kg
11869,Rader Breakfast. Pitcher 200 ml | Räder,"Delicate and perfectly proportioned at 200ml, this small German porcelain pitcher serves cream or syrup with refined grace. Räder's breakfast collection brings thoughtful design to every detail.",https://www.homeandverse.co.uk/?product=11869,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/11869.jpg",in_stock,18.95 GBP,Räder,4045289118691,new,Home & Garden > Home Decor > Home Décor,0.5 kg
11871,Rader Breakfast. Sweet can | Räder,Store your favourite treats in this charming porcelain canister from Räder's breakfast collection. German craftsmanship creates a vessel almost too lovely to hide in the cupboard.,https://www.homeandverse.co.uk/?product=11871,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/11871.jpg",in_stock,31.95 GBP,Räder,4045289118714,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17501,Rader Butter dish 1/4 Bread and | Räder,Butter stays fresh and looks beautiful in this German porcelain dish designed for quarter portions. Räder's bread-inspired detailing makes it a charming addition to any breakfast spread.,https://www.homeandverse.co.uk/?product=17501,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17501.jpg",in_stock,21.95 GBP,Räder,4045289175014,new,Home & Garden > Home Decor > Tableware,0.5 kg
8966,Rader butter dish 1/4 cow | Räder,"Crafted from fine German porcelain, this charming butter dish features a delightful cow motif that brings whimsy to your breakfast table. Sized to hold a quarter block of butter, it keeps spreads fresh while adding a touch of pastoral elegance to everyday moments.",https://www.homeandverse.co.uk/?product=8966,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/8966.jpg",in_stock,21.95 GBP,Räder,4045289089663,new,Home & Garden > Home Decor > Tableware,0.5 kg
15778,Rader Butter dish Bon appÔøΩtit | Räder,"Elegant German porcelain meets French flair in this butter dish adorned with a charming ""Bon appétit"" message. Räder's signature fine craftsmanship ensures your butter stays fresh while adding a welcoming touch to shared meals.",https://www.homeandverse.co.uk/?product=15778,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/15778.jpg",in_stock,28.95 GBP,Räder,4045289157782,new,Home & Garden > Home Decor > Tableware,0.5 kg
17502,Rader Butter dish Bread and Butter | Räder,"Simple pleasures deserve beautiful presentation. Crafted from Räder's signature fine porcelain, this butter dish celebrates the everyday ritual of bread and butter with understated German elegance that elevates your table.",https://www.homeandverse.co.uk/?product=17502,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17502.jpg",in_stock,28.95 GBP,Räder,4045289175021,new,Home & Garden > Home Decor > Tableware,0.5 kg
8733,Rader butter dish cow | Räder,"A full-sized porcelain butter dish featuring Räder's beloved cow design, bringing farmhouse charm to your kitchen. German-made with meticulous attention to detail, it transforms butter storage into a delightful tablescape moment.",https://www.homeandverse.co.uk/?product=8733,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/8733.jpg",in_stock,28.95 GBP,Räder,4045289087331,new,Home & Garden > Home Decor > Tableware,0.5 kg
14037,Rader Butter dish heart 13x6x10cm | Räder,"Generously sized at 13x6x10cm, this heart-shaped porcelain butter dish makes an enchanting addition to any table setting. Räder's signature German craftsmanship creates a keepsake-worthy piece that celebrates love and good food.",https://www.homeandverse.co.uk/?product=14037,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/14037.jpg",in_stock,28.95 GBP,Räder,4045289140371,new,Home & Garden > Home Decor > Tableware,0.5 kg
17918,Rader Butter Dish Love | Räder,"Inscribed with ""Love,"" this fine porcelain butter dish from Räder transforms an everyday essential into a heartfelt statement. German-crafted with characteristic delicacy, it brings warmth and intention to breakfast rituals.",https://www.homeandverse.co.uk/?product=17918,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17918.jpg",in_stock,28.95 GBP,Räder,4045289179180,new,Home & Garden > Home Decor > Tableware,0.5 kg
14492,Rader Cake server Piece of cake 24x6cm | Räder,"Measuring 24x6cm and playfully inscribed with ""Piece of cake,"" this porcelain server adds wit and elegance to celebrations. Räder's German craftsmanship ensures every slice is served with style and a smile.",https://www.homeandverse.co.uk/?product=14492,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/14492.jpg",in_stock,23.95 GBP,Räder,4045289144928,new,Home & Garden > Home Decor > Home Décor,0.5 kg
92485,Rader Candle Bowl Dotlines Diameter9.4cm H.5cm | Räder,"Fine German porcelain with a subtle dotted line pattern creates a meditative glow when lit. Measuring 9.4cm in diameter and 5cm high, this versatile candle bowl brings atmospheric warmth to any room.",https://www.homeandverse.co.uk/?product=92485,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92485.jpg",in_stock,15.95 GBP,Räder,4045289924858,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
92487,Rader Candle Bowl Stripes Diameter9.4cm H.5cm | Räder,"Clean stripes encircle this fine porcelain candle bowl, casting beautiful linear shadows when illuminated. Measuring 9.4cm across and 5cm high, it brings Räder's signature atmospheric magic to your home.",https://www.homeandverse.co.uk/?product=92487,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92487.jpg",in_stock,15.95 GBP,Räder,4045289924872,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
16736,Rader Candle carrier Sol D.6.5c. H.6cm | Räder,"Inspired by the sun, Sol is a charming porcelain candle carrier measuring 6.5cm diameter and 6cm high. Räder's poetic approach to everyday objects transforms simple candlelight into something magical.",https://www.homeandverse.co.uk/?product=16736,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16736.jpg",in_stock,9.95 GBP,Räder,4045289167361,new,Home & Garden > Home Decor > Candles & Fragrance,0.5 kg
90292,Rader Candle extinguisher 18x3x4cm | Räder,"Gracefully extinguish your candles with this elegant porcelain snuffer measuring 18x3x4cm. A refined alternative to blowing out flames, Räder's German-crafted design brings ceremony and care to the end of each evening.",https://www.homeandverse.co.uk/?product=90292,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90292.jpg",in_stock,16.95 GBP,Räder,4045289902924,new,Home & Garden > Home Decor > Candles & Fragrance > Gifts,0.5 kg
17517,Rader Candle Holder bunch of flowers | Räder,"Delicate porcelain flowers encircle this romantic candle holder, creating dancing shadows when lit. Räder's poetic German design transforms functional lighting into a celebration of nature's beauty.",https://www.homeandverse.co.uk/?product=17517,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17517.jpg",in_stock,28.95 GBP,Räder,4045289175175,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
92875,Rader Candle holder Deer | Räder,"A graceful deer silhouette distinguishes this enchanting porcelain candle holder, perfect for creating woodland magic during the festive season. Räder's atmospheric German design brings the quiet beauty of nature indoors.",https://www.homeandverse.co.uk/?product=92875,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92875.jpg",in_stock,13.95 GBP,Räder,4045289928757,new,Home & Garden > Home Decor > Candles & Fragrance > Christmas,0.5 kg
51576,Rader Candle Holder Flower Beige | Räder,"Soft beige porcelain petals unfurl around this flower-shaped candle holder, casting organic shadows in warm light. Räder's poetic German craftsmanship brings botanical elegance to your home throughout the seasons.",https://www.homeandverse.co.uk/?product=51576,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51576.jpg",in_stock,9.95 GBP,Räder,4045289515766,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
51575,Rader Candle Holder Flower blue | Räder,"Cool blue porcelain blooms in this flower-shaped candle holder, creating a serene atmosphere when lit. Räder's signature German artistry transforms candlelight into a moment of natural beauty.",https://www.homeandverse.co.uk/?product=51575,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51575.jpg",in_stock,9.95 GBP,Räder,4045289515759,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
51578,Rader Candle Holder Flower Grau | Räder,"Subtle grey porcelain forms delicate petals in this flower-shaped candle holder, bringing understated Scandinavian-inspired elegance to your space. Räder's German craftsmanship ensures each piece glows with atmospheric warmth.",https://www.homeandverse.co.uk/?product=51578,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51578.jpg",in_stock,9.95 GBP,Räder,4045289515780,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
51579,Rader Candle Holder Flower green | Räder,"Delicate porcelain petals unfurl in a soft green hue, cradling candlelight with botanical grace. Crafted by German design house Räder, this flower-shaped holder brings a touch of garden poetry to your tablescape or mantelpiece.",https://www.homeandverse.co.uk/?product=51579,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51579.jpg",in_stock,9.95 GBP,Räder,4045289515797,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
51577,Rader Candle Holder Flower yellow | Räder,"Sunny yellow porcelain blooms into a sculptural flower form, designed to hold a single candle with effortless elegance. From Räder's German atelier, this cheerful piece brings warmth and whimsy to any room, even before the flame is lit.",https://www.homeandverse.co.uk/?product=51577,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51577.jpg",in_stock,9.95 GBP,Räder,4045289515773,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
90436,Rader Candle holder Forest cabine | Räder,"A miniature woodland retreat rendered in fine German porcelain, where candlelight flickers through delicate cabin windows. Räder's forest cabin holder transforms an ordinary evening into something quietly magical, casting dancing shadows that evoke cosy nights among the trees.",https://www.homeandverse.co.uk/?product=90436,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90436.jpg",in_stock,52.95 GBP,Räder,4045289904362,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
92631,Rader Candle holder Hearts Desire | Räder,"Räder captures the essence of longing in fine German porcelain, with a heart-inspired silhouette that glows warmly when lit. A meaningful accent piece that speaks to matters of the heart, bringing soft ambiance and emotional depth to intimate spaces.",https://www.homeandverse.co.uk/?product=92631,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92631.jpg",in_stock,9.95 GBP,Räder,4045289926319,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
17554,Rader Candle HOlder Set Love | Räder,"Love takes form in this thoughtfully curated set from Räder, where fine German porcelain meets romantic sentiment. Multiple holders work in harmony to create an intimate tableau, whether gracing a dinner table or adorning a special celebration.",https://www.homeandverse.co.uk/?product=17554,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17554.jpg",in_stock,28.95 GBP,Räder,4045289175540,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
17518,Rader Candle Holder walk in the park | Räder,"Graceful silhouettes of figures strolling through parkland encircle this porcelain holder, telling a gentle story in shadow and light. Räder's evocative German design transforms candlelit moments into nostalgic journeys through dappled afternoon paths.",https://www.homeandverse.co.uk/?product=17518,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17518.jpg",in_stock,18.95 GBP,Räder,4045289175182,new,Home & Garden > Home Decor > Candles & Fragrance > Home Décor,0.5 kg
51535,Rader Candle wreath Golden Dots | Räder,"Golden dots scatter like festive confetti across this porcelain candle wreath, designed to encircle and celebrate your favourite pillar candle. Räder's German craftsmanship brings subtle sparkle and seasonal sophistication to holiday gatherings and beyond.",https://www.homeandverse.co.uk/?product=51535,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51535.jpg",in_stock,28.95 GBP,Räder,4045289515353,new,Home & Garden > Home Decor > Candles & Fragrance > Christmas,0.5 kg
51534,Rader Candle wreath Leaves | Räder,"Delicate leaf motifs wrap around this porcelain wreath, creating an organic frame for your candle that celebrates nature's artistry. Räder's botanical design brings understated elegance to seasonal displays, where flickering light dances through ceramic foliage.",https://www.homeandverse.co.uk/?product=51534,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/51534.jpg",in_stock,28.95 GBP,Räder,4045289515346,new,Home & Garden > Home Decor > Candles & Fragrance > Christmas,0.5 kg
92583,Rader Candleholder Father Christmas | Räder,"Father Christmas himself becomes a vessel for candlelight in this charming porcelain piece from Räder's festive collection. German artistry captures the magic of the season, as warm light glows through the beloved figure, creating an enchanting holiday centrepiece.",https://www.homeandverse.co.uk/?product=92583,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92583.jpg",in_stock,57.95 GBP,Räder,4045289925831,new,Home & Garden > Home Decor > Candles & Fragrance > Christmas,0.5 kg
71074,Rader card house Home Sweet Home | Räder,"A miniature porcelain house carries the sweetest sentiment home in this charming card from Räder. Combining German craftsmanship with heartfelt messaging, ""Home Sweet Home"" becomes a keepsake gift that celebrates the warmth of belonging.",https://www.homeandverse.co.uk/?product=71074,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/71074.jpg",in_stock,5.95 GBP,Räder,4045289710741,new,Home & Garden > Home Decor > Gifts,0.5 kg
92585,Rader Carousel Jar Dots | Räder,"Playful dots dance around this porcelain carousel jar, where German engineering meets whimsical design. Räder's clever creation spins gently on its base, transforming storage into a delightful interactive display piece for your kitchen or living space.",https://www.homeandverse.co.uk/?product=92585,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92585.jpg",in_stock,57.95 GBP,Räder,4045289925855,new,Home & Garden > Home Decor > Home Décor > Tableware,0.5 kg
17429,Rader chain hearts golden | Räder,"Golden hearts link together in an elegant chain, creating a romantic accent that catches the light with every gentle movement. Räder's German craftsmanship transforms sentiment into sophisticated décor, bringing warmth and love to walls and windows alike.",https://www.homeandverse.co.uk/?product=17429,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17429.jpg",in_stock,9.95 GBP,Räder,4045289174291,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17430,Rader chain hearts silver | Räder,"Delicate silver hearts dance along this German-crafted chain, bringing a touch of romantic charm to any space. Räder's signature poetic design transforms simple materials into something quietly magical, whether draped across a mantelpiece or hung in a sunny window.",https://www.homeandverse.co.uk/?product=17430,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17430.jpg",in_stock,9.95 GBP,Räder,4045289174307,new,Home & Garden > Home Decor > Home Décor,0.5 kg
92390,Rader Christmas Angel Card Merry Christmas 3 Languages | Räder,"An ethereal angel graces this keepsake card, with 'Merry Christmas' expressed in three languages for loved ones near and far. Räder's German craftsmanship transforms a simple greeting into a treasured ornament that can be displayed year after year.",https://www.homeandverse.co.uk/?product=92390,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92390.jpg",in_stock,4.95 GBP,Räder,4045289923905,new,Home & Garden > Home Decor > Christmas > Gifts,0.5 kg
92448,Rader Christmas figures Set | Räder,"Enchanting porcelain figures bring classic Christmas characters together in one beautifully crafted set. Designed by German artisans at Räder, these delicate pieces create a magical tablescape or mantelpiece scene throughout the festive season.",https://www.homeandverse.co.uk/?product=92448,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92448.jpg",in_stock,21.95 GBP,Räder,4045289924483,new,Home & Garden > Home Decor > Christmas > Home Décor,0.5 kg
92012,Rader Christmas post Merry christmas | Räder,"Crafted from fine German porcelain, this decorative Christmas post brings handwritten charm to your festive display. A poetic piece that celebrates traditional seasonal greetings with contemporary elegance.",https://www.homeandverse.co.uk/?product=92012,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92012.jpg",in_stock,2.95 GBP,Räder,4045289920126,new,Home & Garden > Home Decor > Christmas,0.5 kg
92144,Rader City bowl D.20cm H.7.5cm | Räder,"Measuring 20cm across and 7.5cm deep, this porcelain city bowl features an intricate skyline silhouette around its rim. German craftsmanship transforms everyday tableware into architectural poetry.",https://www.homeandverse.co.uk/?product=92144,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92144.jpg",in_stock,47.95 GBP,Räder,4045289921444,new,Home & Garden > Home Decor > Home Décor > Tableware,0.5 kg
92219,Rader City skyline London 25x9.5x20cm | Räder,"London's beloved skyline stretches across 25cm of fine German porcelain, standing 20cm tall. Big Ben, the Gherkin, and Tower Bridge emerge in atmospheric relief, glowing beautifully when backlit.",https://www.homeandverse.co.uk/?product=92219,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92219.jpg",in_stock,76.95 GBP,Räder,4045289922199,new,Home & Garden > Home Decor > Home Décor,0.5 kg
92590,Rader City Vase | Räder,"Urban silhouettes encircle this elegant porcelain vase, where German craftsmanship meets metropolitan poetry. Flowers emerge from a cityscape, creating a whimsical juxtaposition of nature and architecture.",https://www.homeandverse.co.uk/?product=92590,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92590.jpg",in_stock,37.95 GBP,Räder,4045289925909,new,Home & Garden > Home Decor > Home Décor,0.5 kg
17999,Rader Coaster 6er Set Love & Wine | Räder,"Six porcelain coasters celebrate life's simple pleasures with Räder's characteristic warmth and wit. German-crafted with 'Love & Wine' sentiments, they protect surfaces while sparking conversation.",https://www.homeandverse.co.uk/?product=17999,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17999.jpg",in_stock,9.95 GBP,Räder,4045289179999,new,Home & Garden > Home Decor > Tableware,0.5 kg
92716,Rader Cocktail Napkin | Räder,"German craftsmanship meets thoughtful design in these Räder cocktail napkins. Measuring a generous 25x25cm, they add a layer of European refinement to aperitif hour and intimate gatherings alike.",https://www.homeandverse.co.uk/?product=92716,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92716.jpg",in_stock,3.95 GBP,Räder,4045289927163,new,Home & Garden > Home Decor > Tableware,0.5 kg
92805,Rader Cocktail Napkin | Räder,"Designed in Germany by Räder, these 25x25cm cocktail napkins embody the brand's commitment to beautiful, thoughtful homeware. Each napkin brings a touch of European elegance to your table, making everyday moments feel more special.",https://www.homeandverse.co.uk/?product=92805,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92805.jpg",in_stock,3.95 GBP,Räder,4045289928054,new,Home & Garden > Home Decor > Tableware,0.5 kg
92831,Rader Cocktail Napkin | Räder,"Räder's distinctive German aesthetic shines through in these elegant cocktail napkins. Sized at 25x25cm, they combine quality materials with artistic design, turning simple entertaining into something memorable.",https://www.homeandverse.co.uk/?product=92831,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92831.jpg",in_stock,3.95 GBP,Räder,4045289928313,new,Home & Garden > Home Decor > Tableware,0.5 kg
90602,Rader Cocktail napkin 25x25cm firs | Räder,"Adorned with a delicate fir tree motif, these 25x25cm Räder napkins bring woodland charm to your gatherings. German-designed with an eye for nature's beauty, they add an organic elegance to any drinks service.",https://www.homeandverse.co.uk/?product=90602,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/90602.jpg",in_stock,3.95 GBP,Räder,4045289906021,new,Home & Garden > Home Decor > Tableware,0.5 kg
17413,Rader Cocktail napkin 25x25cm Welcome Willkommen Bienvenue | Räder,"Greeting guests in three languages, these charming 25x25cm Räder napkins extend a warm welcome at any gathering. German-designed with a cosmopolitan spirit, they set a hospitable tone before the first drink is poured.",https://www.homeandverse.co.uk/?product=17413,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17413.jpg",in_stock,3.95 GBP,Räder,4045289174130,new,Home & Garden > Home Decor > Tableware,0.5 kg
16939,Rader Cocktail napkin Champagne is my superfood 25x25cm | Räder,"Raise a glass with these playful 25x25cm napkins from German design house Räder, celebrating champagne as the ultimate indulgence. Witty and sophisticated, they bring effervescent charm to celebrations and impromptu toasts alike.",https://www.homeandverse.co.uk/?product=16939,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16939.jpg",in_stock,3.95 GBP,Räder,4045289169396,new,Home & Garden > Home Decor > Tableware,0.5 kg
92195,Rader Cocktail napkin elk 25x25cm | Räder,"Majestic elk silhouettes bring Nordic elegance to these 25x25cm festive napkins from Räder. German-crafted with seasonal soul, they capture the quiet magic of winter forests and fireside gatherings.",https://www.homeandverse.co.uk/?product=92195,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/92195.jpg",in_stock,3.95 GBP,Räder,4045289921956,new,Home & Garden > Home Decor > Christmas > Tableware,0.5 kg
18008,Rader Cocktail napkin golden Heart | Räder,"A shimmering golden heart adorns these elegant Räder cocktail napkins, crafted with the German brand's signature romantic sensibility. Beautifully understated, they bring a loving touch to celebrations and intimate gatherings.",https://www.homeandverse.co.uk/?product=18008,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/18008.jpg",in_stock,3.95 GBP,Räder,4045289180087,new,Home & Garden > Home Decor > Tableware,0.5 kg
17116,Rader Cocktail napkin Heart 25x25cm | Räder,"Räder's beloved heart motif graces these 25x25cm cocktail napkins, embodying the German brand's poetic approach to homeware. Simple yet touching, they add warmth and sentiment to your table setting.",https://www.homeandverse.co.uk/?product=17116,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17116.jpg",in_stock,3.95 GBP,Räder,4045289171160,new,Home & Garden > Home Decor > Tableware,0.5 kg
17962,Rader Cocktail napkin Hot chocolate | Räder,"Steaming cups and cosy vibes radiate from these charming Räder cocktail napkins. German-designed for those who appreciate life's warming moments, they're a delightful companion to winter drinks and sweet treats.",https://www.homeandverse.co.uk/?product=17962,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17962.jpg",in_stock,3.95 GBP,Räder,4045289179623,new,Home & Garden > Home Decor > Tableware,0.5 kg
17671,Rader Cocktail napkin I scream for | Räder,"Playful and nostalgic, these Räder cocktail napkins celebrate summer's sweetest pleasure. German-designed with joyful whimsy, they bring sunshine and smiles to garden parties and warm-weather entertaining.",https://www.homeandverse.co.uk/?product=17671,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/17671.jpg",in_stock,3.95 GBP,Räder,4045289176714,new,Home & Garden > Home Decor > Tableware,0.5 kg
16706,Rader Cocktail napkin Magic and paste | Räder,"Enchanting cocktail napkins that capture Räder's signature poetic sensibility. German-crafted with a touch of whimsy, they transform ordinary moments into something rather magical.",https://www.homeandverse.co.uk/?product=16706,"https://res.cloudinary.com/dcfbgveei/image/upload/w_800,q_85,f_auto/products/16706.jpg",in_stock,3.95 GBP,Räder,4045289167064,new,Home & Garden > Home Decor > Tableware,0.5 kg
